,text,intent_ovr
63572,with a GUN,review
56354,an alien deckhand,review
25401,of the exiled aristocracy,review
38586,one bright shining star,review
47970,"si , pretty much '' and",review
77616,erotic or sensuous,review
4390,Meat Loaf explodes,review
30803,characters and a storyline,review
11602,guilt and innocence,review
3414,practically every facet,review
18065,Murder by Numbers ' is n't a great movie,review
21550,its language and locations bearing the unmistakable stamp of authority,review
31186,does n't disappoint .,review
31481,as many drugs as the film 's characters,review
21273,by this gentle comedy,review
81849,does n't generate a lot of energy .,review
18548,bubbles with the excitement of the festival in Cannes,review
63082,from the romance,review
9415,"Satin Rouge is not a new , or inventive , journey",review
17472,It may not be `` Last Tango in Paris '' but ...,review
66930,", that 'll be much funnier than anything in the film ...",review
85545,a side dish no one ordered,review
50216,"no psychology here , and",review
29729,"takes a classic story , casts attractive and talented actors and",review
41117,dumped a whole lot of plot in favor of ... outrageous gags,review
10224,None of this,review
84219,Coupling disgracefully written dialogue with flailing bodily movements that substitute for acting,review
29292,"who , having survived , suffered most",review
29053,a quintet of actresses,review
54916,"crossing-over mumbo jumbo , manipulative sentimentality , and",review
41627,"has taken away your car , your work-hours and",review
21541,an inspired portrait,review
26991,the meaning of ` home,review
52549,on the whole less,review
17504,several funny moments,review
68565,", potent exploration",review
63544,This mistaken-identity picture,review
47463,is never especially clever and often,review
51961,bizarre comedy and,review
77116,perfunctory directing chops,review
18788,'re as happy listening to movies,review
55405,to overlook this goofily endearing and well-lensed gorefest,review
37273,the boozy self-indulgence,review
32700,may shape Hawke 's artistic aspirations,review
65567,makes up for it,review
58231,dare I say,review
12056,Ralph Fiennes and Jennifer Lopez,review
76999,are odd and pixilated and sometimes both .,review
38449,"intelligent , and humanly funny film .",review
1138,we do n't like,review
13311,and black comedy,review
41254,"is high on squaddie banter , low",review
14669,is n't necessarily bad,review
68406,a 10-course banquet,review
1911,Like Smoke Signals,review
48566,that 's pure entertainment,review
81297,primitive animated special effects,review
16878,by most of the actors involved,review
3710,high school comedy,review
47174,"disintegrates into a dreary , humorless soap opera",review
63679,would love this .,review
62759,made its way,review
54909,flick with Antonio Banderas,review
53178,"remains fairly light ,",review
26986,"A plethora of engaging diatribes on the meaning of ` home ,",review
10725,it will probably be a talky bore .,review
37233,"winces , clutches his chest",review
44824,starring Ice-T in a major role,review
10073,imbued with passion and attitude .,review
83607,by the face,review
16,which amounts to much of a story,review
1594,discerned here that producers would be well to heed,review
3119,into a gorgeously atmospheric meditation on life-changing chance encounters,review
3400,the heart and soul,review
75722,Bowling for Columbine '' remains a disquieting and thought-provoking film ...,review
42206,even analytical approach,review
52366,Most fish stories,review
6982,"a nice , light treat",review
15848,their own rhythm,review
62378,of the greatest natural sportsmen of modern times,review
83326,is too heavy for all that has preceded it,review
73354,"a while , a movie",review
71862,", I ca n't say for sure",review
32015,the film is never dull,review
52668,gaping enough to pilot an entire Olympic swim team,review
82431,leaves no Southern stereotype unturned,review
68542,that are n't so substantial or fresh,review
74748,"You see Robin Williams and psycho killer ,",review
1079,a modern city,review
44607,coming from a director beginning to resemble someone 's crazy French grandfather,review
30178,an American -LRB- and,review
41632,denied you health insurance,review
56785,"melodrama , sorrow , laugther , and tears",review
73965,presents us with an action movie that actually has a brain,review
68288,sexual possibility and emotional danger,review
42363,a chance to prove his worth,review
43669,talented director as Chen Kaige,review
2641,musings and philosophy,review
81054,", aching sadness",review
68506,is beginning to feel,review
65886,fill the after-school slot,review
69027,director Rick Famuyiwa 's emergence,review
70272,gentle waking coma,review
49440,miraculous as its DreamWorks makers,review
65355,The gentle comic treatment,review
64597,match that movie 's intermittent moments of inspiration,review
37033,of Being Earnest movie,review
9637,actor Ian Holm,review
66399,touched by an unprecedented tragedy,review
55579,please the eye,review
18529,feel my eyelids ... getting,review
5392,", and yet at the end",review
49753,"derivative elements into something that is often quite rich and exciting ,",review
1778,to employ Hollywood kids,review
84370,Confuses its message,review
64640,interest can not be revived .,review
41331,funniest and most accurate,review
40873,have an honesty and dignity that breaks your heart .,review
58217,it were a person,review
26965,", Lan Yu never catches dramatic fire .",review
74725,conservative Christian parents and their estranged gay and lesbian children,review
41431,funny and poignant,review
57747,of his being,review
57403,comes racing to the rescue in the final reel,review
67831,in the business,review
36847,As a vehicle to savour Binoche 's skill,review
30972,watch with kids and use to introduce video as art,review
9742,does n't necessarily,review
7848,A stylish cast and some clever scripting solutions,review
4694,characteristically engorged and sloppy,review
16687,the cutting-room floor of any given daytime soap,review
55026,"dazzling , remarkably unpretentious reminder",review
65031,run out screaming,review
52450,look so appealing on third or fourth viewing,review
80770,", and often contradictory",review
62375,power and grace,review
73436,is more than merely a Holocaust movie,review
5333,'s about as convincing as any other Arnie musclefest,review
46171,can see without feeling embarrassed,review
77383,most intriguing movie experiences,review
79113,have fun with it,review
14175,an extreme action-packed film,review
63909,into an emotionally satisfying exploration of the very human need,review
54823,use that term as often as possible,review
79891,Lawrence should stick to his day job .,review
73575,falls apart like a cheap lawn chair,review
72113,makes this movie worth seeing,review
