,text,intent_ovr
54231,feel like a short stretched out to feature length,review
47837,about three people and their mixed-up relationship,review
39110,is tragically rare in the depiction of young women in film,review
39839,a non-stop funny feast,review
24258,the stylistic rigors of Denmark 's Dogma movement,review
80993,'ve learned the hard way just how complex international terrorism is,review
60646,in the characters you see,review
25604,the smartest kids,review
23361,'s making Dog Day Afternoon with a cause,review
57407,in the final reel,review
56638,you 're looking for a tale of Brits behaving badly,review
68196,"its gender politics , genre thrills or",review
85475,the grade as tawdry trash,review
84333,An intimate contemplation,review
7274,they wanted to see something that did n't talk down to them,review
30909,"this superficially loose , larky documentary",review
35159,it 's good enough,review
46489,The feature-length stretch ... strains the show 's concept,review
57543,is intricately constructed,review
44925,never growing old,review
64581,in front of,review
27628,its own story,review
48258,be called an example of the haphazardness of evil,review
78356,aimed at Mom and Dad 's wallet,review
72027,gives it a terrible strength,review
46806,Bad Lieutenant and Les Vampires,review
28687,Tends to plod .,review
4047,if the film is well-crafted and this one is,review
80516,Bubba Ho-Tep 's,review
41746,empty stud knockabout,review
8595,has been grossly underestimated,review
24438,make sense of its title character,review
13072,humanize its subject,review
86117,is to substitute plot for personality .,review
1439,Intriguing and downright intoxicating,review
35755,among victims and predators,review
34570,The Transporter bombards the viewer with so many explosions,review
80898,a bid to hold our attention,review
73401,slip into hokum,review
66777,acute enough to make everyone who has been there squirm with recognition,review
66924,list this ` credit ' on their resumes in the future,review
5701,cult cinema fans,review
79778,liven things up,review
2932,` Blade II ' just does n't cut it,review
41398,"Plot , characters , drama , emotions ,",review
72452,in the relationship between Sullivan and his son,review
68823,"make the film more silly than scary ,",review
42082,If S&M seems like a strange route to true love,review
10305,a weak script that ca n't support the epic treatment,review
56767,transcend its genre,review
75307,Overcomes its visual hideousness with a sharp script and strong performances .,review
69924,to be other films,review
8030,'re all naughty,review
3591,"does n't connect in a neat way , but",review
52270,"still eludes Madonna and , playing a charmless witch",review
60463,Move over Bond ; this girl deserves a sequel .,review
82863,of the workplace,review
9096,the Tinseltown assembly line,review
30332,Brian De Palma 's addiction,review
5046,comes through even when the movie does n't,review
22128,get inside of them,review
45827,the third ending of Clue,review
52511,Sometimes this modest little number clicks,review
31987,", haphazard , and inconsequential romantic",review
52771,a fourth-rate Jim Carrey,review
16135,very close to the nadir of the thriller\/horror,review
52219,should share screenwriting credit,review
51048,really is n't .,review
11823,the two year affair which is its subject,review
51599,longer exposition sequences,review
17683,an engaging storyline,review
27498,"absurd , contrived , overblown , and entirely implausible finale",review
67284,` realistic ',review
41367,betting her third feature will be something to behold,review
59072,at the Cannes Film Festival,review
43739,'s really wrong with this ricture,review
84393,prevents us from sharing the awe in which it holds itself,review
46683,if also somewhat hermetic .,review
56330,", life-affirming script",review
29480,"sharp , amusing study",review
22315,narcissism and self-congratulation disguised as a tribute,review
84907,but no-nonsense human beings they are and,review
58673,made Swimfan anyway,review
13011,a small but rewarding comedy,review
6007,of their ages,review
68349,a blown-out vein,review
32179,"rousing , G-rated family film",review
67516,out of control,review
30333,Brian De Palma 's,review
23185,Even when there are lulls,review
14328,David 's point of view,review
54814,pronounce KOK exactly as you think they might,review
10658,that is improbable,review
83884,'s not good with people,review
4497,its essential problem,review
487,airless cinematic shell games .,review
2392,"Thoughtless , random , superficial humour and",review
469,have that option,review
68707,with terrific flair,review
50687,been brought out of hibernation,review
35893,"the wit , humor and snappy dialogue of the original",review
25815,strenuously unfunny Showtime deserves the hook .,review
38883,in the way of saying something meaningful about facing death,review
33983,we 're not supposed to take it seriously,review
84831,- funny level,review
30053,the minor omission of a screenplay,review
13930,acceptable on the printed page of Iles ' book,review
70757,Graham Greene 's,review
62566,was a century and a half ago,review
47950,Stale first act,review
81921,live viewing .,review
18293,it 's invaluable,review
17248,stiff or just plain bad,review
69031,"an articulate , grown-up voice in African-American cinema",review
46761,from Burkina Faso,review
61495,more forced than usual,review
27849,"a moratorium ,",review
35794,troubled and determined,review
61526,you can go home again .,review
41355,"Ramsay is clearly extraordinarily talented , and",review
75195,The plot of the comeback curlers,review
83799,a terrific screenplay and fanciful direction,review
40277,is a little like a chocolate milk moustache,review
32701,shape Hawke 's artistic aspirations,review
21118,keep this fresh .,review
26801,This bracingly truthful antidote,review
82733,of ` Nicholas Nickleby ',review
21806,thinking man 's,review
6272,The immersive powers,review
22558,Reginald Hudlin comedy,review
2471,strangely hollow at its emotional core,review
55002,provide a fourth book,review
4237,elicits strong performances,review
25504,movies had more to do with imagination than market research,review
20495,something goes bump in the night and nobody cares,review
35174,"a step further , richer and",review
72065,be of interest primarily to its target audience,review
80730,about what happened in 1915 Armenia,review
63608,tepid and choppy recycling,review
47393,is just SOOOOO tired .,review
23502,a few evocative images,review
57748,Bluer than the Atlantic and,review
45607,The real question this movie poses is not ` Who ? ',review
31663,the movie slaloming through its hackneyed elements with enjoyable ease,review
45421,"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals",review
54985,Your children will be occupied for 72 minutes .,review
62615,but it works under the direction of Kevin Reynolds .,review
